@RELATION smartphone

@ATTRIBUTE Gender {Female, LGBTQ+, Male}
@ATTRIBUTE Age_range {18-25, 26-32, 26-35, 33-40, 36-45, 46-55, 56+, 60+}
@ATTRIBUTE Status {Married, Single, Student, Working}
@ATTRIBUTE Top3_smartphone_activities {'/, Email, Finance', 'Art photography, Video editing, Upload stories', 'Chat with family, Read e-books, Listen to radio', 'Cloud apps, Communication/meetings, Social media', 'Communication, Take photos, Social media', 'Communication/meetings, Social media', 'Email, , Finance', 'GPS navigation, Check car condition, Listen to podcasts', 'Online meetings, Schedule management, Email', 'Online shopping, Social media, Finance', 'Online shopping, Track delivery, Customer chat', 'Play esports, Stream games, Community chat', 'Play games', 'Play games, Streaming, Social media', 'Play games, Streaming, Take photos/videos', 'Play games, Take photos, Watch movies', 'Play games, Take photos/videos', 'Play games, Take photos/videos, Cloud apps', 'Play games, Take photos/videos, Social media', 'Play games, Watch movies, Take photos', 'Product photography, Edit reviews, Online marketplace', 'Read news, Check stocks, Finance', 'Social media, Take photos/videos, Watch movies/Listen to music', 'Streaming, Take photos/videos, Edit video', 'Take photos, Listen to music, Social media', 'Take photos/videos, Communication/meetings, Social media', 'Take photos/videos, Watch movies/Listen to music, Online shopping', 'TikTok, Livestream, Search information', 'Track delivery, Customer chat, Email', 'Watch movies, Listen to music, Take photos', 'Watch movies, Play games, Take photos', 'Watch movies, Take photos, Listen to music', 'Watch movies/listen to music', 'Watch movies/listen to music, Communication/meetings, Social media', 'Watch movies/listen to music, Play games', 'Watch movies/listen to music, Play games, Cloud apps', 'Watch movies/listen to music, Play games, Communication/meetings', 'Watch movies/listen to music, Play games, Social media', 'Watch movies/listen to music, Play games, Take photos', 'Watch movies/listen to music, Play games, Take photos/videos', 'Watch movies/listen to music, Social media', 'Watch movies/listen to music, Take photos/videos', 'Watch movies/listen to music, Take photos/videos, Communication/meetings', 'Watch movies/listen to music, Take photos/videos, Social media'}
@ATTRIBUTE Frequent_apps {CapCut, Discord, Facebook, 'Facebook Messenger', 'Facebook, Facebook Messenger, Line', 'Facebook, Facebook Messenger, Spotify', 'Facebook, Facebook Messenger, Spotify, TikTok', 'Facebook, TikTok, Line', 'Facebook, YouTube', 'Facebook, YouTube, Facebook Messenger', 'Facebook, YouTube, Facebook Messenger, Spotify', 'Facebook, YouTube, Facebook Messenger, TikTok', Gmail, 'Google Maps', Instagram, 'Instagram, Facebook Messenger, TikTok', 'Instagram, Facebook, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, Facebook Messenger, TikTok', 'Instagram, Facebook, Facebook Messenger, TikTok, LINE', 'Instagram, Facebook, Facebook Messenger, TikTok, Telegram', 'Instagram, Facebook, TikTok', 'Instagram, Facebook, YouTube', 'Instagram, Facebook, YouTube, Facebook Messenger', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram', 'Instagram, Facebook, YouTube, Spotify, TikTok', 'Instagram, Facebook, YouTube, TikTok', 'Instagram, Spotify, TikTok', 'Instagram, TikTok', 'Instagram, YouTube, Facebook Messenger, Spotify, TikTok', 'Instagram, YouTube, Facebook Messenger, TikTok', 'Instagram, YouTube, Spotify, Telegram', 'Instagram, YouTube, Spotify, TikTok', 'Instagram, YouTube, TikTok', LINE, 'Microsoft Teams', SET, Shopee, Telegram, TikTok, VSCO, WhatsApp, YouTube, 'YouTube, Facebook Messenger, Discord, Wise', 'YouTube, TikTok'}
@ATTRIBUTE Daily_usage_duration {'0-1 hours', '1-3 hours', '3-5 hours', '5-6 hours', '>5 hours'}
@ATTRIBUTE Smartphone_importance {Essential, 'Highly essential', 'Not important', 'Not necessary', 'Somewhat important'}
@ATTRIBUTE Key_factor_online_purchase {Battery, Brand, Camera, Design, Durability, Ecosystem, Features, Performance, Price, 'Product features', 'Product reviews', Reliability, 'Sensor quality', Simplicity, Stability, 'Value for money'}
@ATTRIBUTE Brand_satisfaction NUMERIC
@ATTRIBUTE Purchase_problem {'After-sales service issues', 'Blurry camera', 'Cannot try product before buying', 'Complex payment process', 'Concerns about after-sales service', 'Concerns about payment security', 'Concerns about safety', 'Concerns about warranty', 'Dead pixels on screen', 'Delivery delays', 'Device overheats', 'Difficult return process', 'Difficult to compare prices', 'Insufficient storage', 'Issues with delivery', 'Limited warranty coverage', 'No problems', 'Outdated system', 'Payment issues', 'Payment security concerns', 'Product is too expensive', 'Product quality doesn\'t match ads', 'System crashes frequently', 'Unable to inspect product', 'Uncertainty about after-sales service', 'Uncertainty about warranty', 'Warranty or service concerns'}
@ATTRIBUTE Monthly_income {100001-150000, 15001-20000, 20001-30000, 25001-35000, 30001-40000, 30001-50000, 50001, 50001-100000, 'Less than 15000'}
@ATTRIBUTE Occupation {Artist, 'Business owner', 'Civil servant', 'Content creator', 'Delivery staff', Employee, 'Factory worker', Freelancer, Housewife, Investor, 'Logistics staff', Manager, 'Office worker', 'Online seller', 'Private company employee', Retired, Student}
@ATTRIBUTE Current_brand {Apple, Huawei, Infinix, Oppo, Realme, 'Realme 7 5G', Redmi, Samsung, Vivo, Xiaomi}

@DATA
Male,46-55,Single,'Watch movies/listen to music, Play games, Cloud apps','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram','0-1 hours','Highly essential','Value for money',4,'Concerns about payment security',20001-30000,Artist,Huawei
Female,36-45,Working,'Watch movies/listen to music, Take photos/videos, Social media','Instagram, Facebook, YouTube, Facebook Messenger, Telegram','1-3 hours','Not important',Battery,5,'Device overheats',20001-30000,Retired,Huawei
LGBTQ+,56+,Married,'Watch movies/listen to music, Play games, Cloud apps','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok','3-5 hours','Highly essential',Brand,4,'Cannot try product before buying','Less than 15000','Private company employee',Vivo
Male,18-25,Single,'Watch movies/listen to music, Play games, Social media',Facebook,'>5 hours','Highly essential',Price,5,'Issues with delivery','Less than 15000',Student,Redmi
Female,26-35,Student,'Online meetings, Schedule management, Email','Instagram, Facebook, YouTube, Spotify, TikTok','>5 hours','Highly essential','Sensor quality',2,'Difficult to compare prices','Less than 15000',Manager,'Realme 7 5G'
Female,56+,Student,'Art photography, Video editing, Upload stories','Instagram, YouTube, Spotify, Telegram','3-5 hours',Essential,Durability,2,'Uncertainty about warranty',15001-20000,'Office worker',Vivo
Female,26-35,Married,'Play games, Streaming, Take photos/videos',SET,'>5 hours','Somewhat important',Brand,3,'Warranty or service concerns',20001-30000,'Business owner',Vivo
Male,46-55,Married,'Email, , Finance',Facebook,'3-5 hours','Somewhat important',Brand,3,'Concerns about safety','Less than 15000','Online seller',Infinix
Male,26-35,Married,'Play games, Take photos/videos',Facebook,'5-6 hours',Essential,Performance,3,'Uncertainty about warranty','Less than 15000','Content creator',Infinix
Male,26-32,Student,'Email, , Finance','Facebook, YouTube, Facebook Messenger, TikTok','0-1 hours',Essential,'Product features',2,'Concerns about after-sales service','Less than 15000','Online seller',Apple
Male,60+,Married,'Watch movies/listen to music, Take photos/videos, Communication/meetings','Instagram, Facebook, YouTube, Facebook Messenger','0-1 hours',Essential,'Value for money',5,'Cannot try product before buying',15001-20000,'Delivery staff',Xiaomi
LGBTQ+,60+,Married,'Online shopping, Track delivery, Customer chat','Instagram, YouTube, TikTok','1-3 hours','Not important',Durability,2,'Outdated system','Less than 15000','Business owner',Samsung
Male,18-25,Student,'Play games, Streaming, Social media',TikTok,'>5 hours','Highly essential',Performance,4,'Delivery delays','Less than 15000',Student,Realme
LGBTQ+,46-55,Student,'Play games, Take photos, Watch movies','Facebook, Facebook Messenger, Spotify','0-1 hours','Highly essential',Simplicity,4,'No problems','Less than 15000','Delivery staff',Xiaomi
LGBTQ+,36-45,Married,'Watch movies/listen to music, Take photos/videos, Social media','YouTube, TikTok','0-1 hours','Not important',Brand,5,'Device overheats','Less than 15000',Investor,Redmi
Female,33-40,Working,'Watch movies/listen to music, Play games, Take photos','Instagram, Facebook, TikTok','0-1 hours','Highly essential','Value for money',5,'Delivery delays','Less than 15000','Delivery staff',Xiaomi
LGBTQ+,18-25,Working,'Art photography, Video editing, Upload stories',Discord,'3-5 hours',Essential,Stability,4,'Difficult to compare prices','Less than 15000',Investor,Vivo
LGBTQ+,56+,Working,'Read news, Check stocks, Finance','Instagram, Facebook, YouTube','0-1 hours','Not necessary',Brand,1,'Difficult to compare prices','Less than 15000',Manager,Realme
Female,36-45,Married,'Product photography, Edit reviews, Online marketplace','Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Somewhat important',Reliability,3,'Unable to inspect product',15001-20000,Retired,Xiaomi
Female,18-25,Student,'Watch movies/listen to music, Play games, Take photos/videos','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok','5-6 hours','Not necessary',Camera,2,'Outdated system','Less than 15000',Investor,Infinix
Female,60+,Working,'Communication/meetings, Social media','Instagram, Facebook, YouTube, Facebook Messenger','0-1 hours','Somewhat important',Reliability,1,'Concerns about safety','Less than 15000',Manager,Huawei
LGBTQ+,26-35,Working,'Email, , Finance',Shopee,'1-3 hours',Essential,Price,1,'Difficult to compare prices','Less than 15000','Office worker',Apple
LGBTQ+,56+,Married,'Read news, Check stocks, Finance','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','5-6 hours',Essential,Features,3,'Cannot try product before buying',15001-20000,Employee,Xiaomi
LGBTQ+,60+,Married,'Art photography, Video editing, Upload stories',Facebook,'1-3 hours',Essential,'Sensor quality',4,'Payment security concerns','Less than 15000','Business owner','Realme 7 5G'
LGBTQ+,18-25,Student,'Watch movies/listen to music, Take photos/videos',Shopee,'3-5 hours','Somewhat important',Price,1,'Product is too expensive','Less than 15000','Private company employee',Redmi
Male,46-55,Working,'/, Email, Finance','Instagram, Facebook Messenger, TikTok','>5 hours',Essential,Ecosystem,2,'Uncertainty about warranty','Less than 15000','Private company employee',Apple
LGBTQ+,33-40,Single,'Online shopping, Track delivery, Customer chat','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Not necessary',Battery,4,'Dead pixels on screen','Less than 15000','Delivery staff',Redmi
Male,36-45,Working,'Watch movies/listen to music, Play games, Cloud apps',Facebook,'0-1 hours','Not necessary',Battery,1,'Concerns about payment security','Less than 15000',Employee,Infinix
Female,46-55,Single,'Watch movies, Take photos, Listen to music','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','0-1 hours','Somewhat important',Reliability,4,'Limited warranty coverage','Less than 15000','Private company employee','Realme 7 5G'
Male,46-55,Student,'Take photos/videos, Watch movies/Listen to music, Online shopping','Facebook, YouTube','1-3 hours','Not important',Brand,5,'Complex payment process','Less than 15000',Freelancer,Infinix
Male,18-25,Single,'Watch movies/listen to music, Play games, Social media',Facebook,'>5 hours','Highly essential',Price,5,'Issues with delivery','Less than 15000',Student,Redmi
LGBTQ+,56+,Single,'Watch movies/listen to music','Instagram, Facebook Messenger, TikTok','3-5 hours','Highly essential',Price,4,'Concerns about after-sales service','Less than 15000',Freelancer,Apple
Male,36-45,Married,'Play esports, Stream games, Community chat','Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Highly essential',Stability,4,'Concerns about after-sales service',15001-20000,'Civil servant',Vivo
Female,18-25,Single,'/, Email, Finance','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram','3-5 hours','Somewhat important',Ecosystem,2,'Difficult to compare prices',50001-100000,'Business owner',Samsung
Male,33-40,Working,'Online meetings, Schedule management, Email','Instagram, Facebook, Facebook Messenger, Spotify, TikTok','5-6 hours',Essential,Stability,4,'Payment security concerns',50001-100000,'Office worker',Oppo
Male,26-35,Married,'Play games, Take photos/videos','Instagram, YouTube, Spotify, TikTok','3-5 hours',Essential,Features,1,'Blurry camera',20001-30000,Housewife,Huawei
Female,33-40,Single,'Play games, Streaming, Take photos/videos','Instagram, Spotify, TikTok','3-5 hours','Not necessary',Simplicity,2,'Device overheats','Less than 15000','Factory worker',Oppo
Female,36-45,Working,'Social media, Take photos/videos, Watch movies/Listen to music',Gmail,'0-1 hours','Not important',Durability,5,'Concerns about payment security','Less than 15000','Content creator',Samsung
LGBTQ+,36-45,Student,'Watch movies/listen to music, Play games, Take photos/videos','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram','5-6 hours','Not necessary',Reliability,2,'Product quality doesn\'t match ads','Less than 15000','Office worker',Redmi
LGBTQ+,18-25,Married,'Play games, Streaming, Take photos/videos',TikTok,'1-3 hours','Not necessary',Brand,2,'Payment security concerns','Less than 15000',Housewife,Infinix
LGBTQ+,36-45,Student,'Watch movies/listen to music, Play games, Take photos/videos','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram','5-6 hours','Not necessary',Reliability,2,'Product quality doesn\'t match ads','Less than 15000','Office worker',Redmi
Male,56+,Married,'/, Email, Finance',VSCO,'3-5 hours','Somewhat important',Simplicity,5,'Blurry camera','Less than 15000',Retired,Redmi
Female,33-40,Student,'Play games, Take photos/videos, Social media','Facebook, TikTok, Line','3-5 hours','Not important',Simplicity,4,'Difficult return process',20001-30000,Investor,Apple
Female,26-35,Single,'Take photos/videos, Communication/meetings, Social media','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok','0-1 hours','Somewhat important','Sensor quality',4,'Difficult to compare prices','Less than 15000','Office worker',Huawei
Male,56+,Married,'Take photos, Listen to music, Social media','Facebook, TikTok, Line','1-3 hours','Not necessary',Battery,4,'Dead pixels on screen','Less than 15000',Freelancer,Huawei
LGBTQ+,26-35,Student,'Communication, Take photos, Social media','Google Maps','1-3 hours','Highly essential',Reliability,4,'Concerns about safety','Less than 15000','Business owner','Realme 7 5G'
Male,33-40,Single,'Watch movies, Take photos, Listen to music',SET,'>5 hours','Somewhat important',Features,3,'Difficult to compare prices','Less than 15000','Factory worker',Realme
Male,18-25,Single,'Watch movies/listen to music, Take photos/videos, Communication/meetings','Instagram, Facebook, YouTube, Facebook Messenger, Telegram','1-3 hours',Essential,'Product features',3,'Concerns about payment security','Less than 15000',Student,'Realme 7 5G'
LGBTQ+,56+,Working,'Play games, Take photos, Watch movies','Facebook, Facebook Messenger, Spotify, TikTok','5-6 hours','Not important',Reliability,4,'Cannot try product before buying','Less than 15000',Student,Apple
LGBTQ+,56+,Single,'Email, , Finance',LINE,'1-3 hours',Essential,'Product reviews',3,'Concerns about warranty','Less than 15000',Employee,Apple
Female,18-25,Single,'Watch movies/listen to music, Play games, Communication/meetings','Instagram, Facebook, YouTube, Spotify, TikTok','>5 hours','Highly essential',Price,2,'Dead pixels on screen',50001,'Business owner',Samsung
LGBTQ+,56+,Working,'Communication, Take photos, Social media','Instagram, YouTube, Spotify, TikTok','>5 hours','Highly essential',Reliability,5,'Delivery delays',20001-30000,'Private company employee',Realme
LGBTQ+,36-45,Married,'Play esports, Stream games, Community chat',Discord,'3-5 hours','Not necessary',Brand,1,'System crashes frequently',20001-30000,Student,Vivo
Male,18-25,Single,'Watch movies/listen to music, Play games, Social media',Facebook,'>5 hours','Highly essential',Price,5,'Issues with delivery','Less than 15000',Student,Redmi
Male,36-45,Working,'TikTok, Livestream, Search information',LINE,'>5 hours','Somewhat important',Simplicity,3,'System crashes frequently','Less than 15000','Factory worker',Vivo
LGBTQ+,36-45,Married,'Play games, Streaming, Take photos/videos','Facebook, YouTube, Facebook Messenger, TikTok','5-6 hours',Essential,'Value for money',3,'Uncertainty about after-sales service',20001-30000,Freelancer,Huawei
Female,33-40,Working,'Watch movies/listen to music, Play games, Take photos/videos','Instagram, YouTube, TikTok','3-5 hours','Somewhat important',Features,3,'Dead pixels on screen',30001-50000,Artist,Samsung
Male,60+,Married,'Watch movies/listen to music, Take photos/videos','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok','0-1 hours','Highly essential',Simplicity,2,'Payment issues','Less than 15000','Office worker',Realme
Male,18-25,Student,'Watch movies, Listen to music, Take photos','Instagram, Facebook, Facebook Messenger, TikTok, LINE','5-6 hours','Highly essential',Stability,3,'Payment security concerns','Less than 15000',Artist,Oppo
Female,56+,Working,'Watch movies/listen to music, Play games, Take photos','Instagram, Facebook, Facebook Messenger, TikTok, LINE','3-5 hours','Highly essential','Sensor quality',3,'Unable to inspect product','Less than 15000',Freelancer,Realme
LGBTQ+,26-32,Working,'Watch movies, Listen to music, Take photos',Facebook,'0-1 hours','Somewhat important',Reliability,3,'After-sales service issues','Less than 15000','Office worker',Vivo
Male,18-25,Married,'Chat with family, Read e-books, Listen to radio',Gmail,'3-5 hours',Essential,Camera,2,'After-sales service issues',20001-30000,Retired,Realme
Female,56+,Married,'Play games, Take photos/videos, Cloud apps','Facebook, TikTok, Line','1-3 hours',Essential,Design,3,'Complex payment process',15001-20000,'Private company employee',Xiaomi
Male,60+,Married,'Play games, Streaming, Social media',YouTube,'1-3 hours',Essential,Brand,3,'Payment security concerns',100001-150000,'Online seller',Oppo
Female,26-32,Working,'Watch movies/listen to music, Play games, Take photos','Instagram, Facebook, YouTube','>5 hours','Somewhat important',Durability,3,'Dead pixels on screen','Less than 15000','Business owner',Samsung
Male,33-40,Married,'Online shopping, Track delivery, Customer chat','Facebook, YouTube, Facebook Messenger, Spotify','5-6 hours','Not necessary',Camera,1,'Limited warranty coverage',20001-30000,Artist,Huawei
LGBTQ+,26-35,Working,'Communication, Take photos, Social media',Discord,'5-6 hours','Not necessary',Features,4,'Payment issues',50001-100000,Investor,Samsung
Female,36-45,Single,'Take photos/videos, Watch movies/Listen to music, Online shopping','YouTube, Facebook Messenger, Discord, Wise','0-1 hours','Not important',Durability,3,'Payment issues',15001-20000,'Factory worker',Realme
Female,33-40,Working,'Play games, Take photos/videos','Instagram, Facebook, YouTube, Spotify, TikTok','0-1 hours','Not necessary','Product features',3,'Uncertainty about warranty','Less than 15000',Investor,Vivo
Male,26-32,Working,'Track delivery, Customer chat, Email','Instagram, Facebook, YouTube, Spotify, TikTok','0-1 hours','Somewhat important',Simplicity,4,'Complex payment process','Less than 15000',Student,Oppo
Female,36-45,Working,'Watch movies/listen to music, Communication/meetings, Social media',TikTok,'3-5 hours','Not necessary',Durability,5,'No problems',20001-30000,Freelancer,Huawei
Male,60+,Single,'Take photos/videos, Watch movies/Listen to music, Online shopping','Facebook, Facebook Messenger, Spotify, TikTok','3-5 hours','Somewhat important',Camera,2,'Cannot try product before buying','Less than 15000','Civil servant','Realme 7 5G'
Female,60+,Working,'Watch movies/listen to music, Take photos/videos',Shopee,'5-6 hours','Somewhat important',Stability,5,'Product is too expensive',100001-150000,Manager,Oppo
Female,46-55,Student,'Watch movies/listen to music, Communication/meetings, Social media','Instagram, Facebook, YouTube, Spotify, TikTok','5-6 hours','Not important','Product features',4,'Complex payment process','Less than 15000',Manager,Samsung
Female,18-25,Working,'Watch movies/listen to music, Take photos/videos, Communication/meetings','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','5-6 hours',Essential,Simplicity,1,'Difficult to compare prices','Less than 15000',Employee,Realme
Female,46-55,Single,'Watch movies/listen to music, Play games, Take photos','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram','3-5 hours','Not important',Design,2,'System crashes frequently','Less than 15000','Office worker',Oppo
Male,26-35,Working,'Play games, Take photos/videos, Social media','Microsoft Teams','>5 hours','Somewhat important',Brand,4,'Insufficient storage',50001-100000,'Logistics staff',Samsung
Female,26-32,Married,'Online shopping, Social media, Finance',TikTok,'>5 hours','Not important','Sensor quality',5,'Product quality doesn\'t match ads','Less than 15000','Content creator',Huawei
LGBTQ+,36-45,Married,'Watch movies/listen to music, Take photos/videos, Social media','YouTube, TikTok','0-1 hours','Not important',Brand,5,'Device overheats','Less than 15000',Investor,Redmi
LGBTQ+,36-45,Single,'Communication/meetings, Social media','Instagram, Spotify, TikTok','>5 hours','Somewhat important',Stability,4,'Limited warranty coverage','Less than 15000',Investor,Redmi
Female,33-40,Single,'Watch movies/listen to music, Play games, Take photos/videos','Instagram, Facebook Messenger, TikTok','5-6 hours','Not important',Brand,1,'Concerns about warranty','Less than 15000',Housewife,Samsung
LGBTQ+,26-35,Working,'Watch movies, Play games, Take photos','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok','>5 hours',Essential,Design,2,'Concerns about warranty',30001-50000,Freelancer,Samsung
Female,36-45,Married,'Communication, Take photos, Social media','Instagram, Facebook, Facebook Messenger, TikTok, LINE','0-1 hours','Not necessary','Product features',3,'Difficult return process',50001-100000,Freelancer,Samsung
Male,26-32,Student,'Watch movies/listen to music, Social media','Facebook, Facebook Messenger, Spotify, TikTok','1-3 hours','Somewhat important',Features,2,'Unable to inspect product','Less than 15000','Office worker',Vivo
LGBTQ+,18-25,Working,'Watch movies/listen to music, Play games, Take photos/videos',SET,'>5 hours',Essential,Design,4,'Complex payment process',15001-20000,'Office worker',Xiaomi
LGBTQ+,46-55,Student,'Take photos/videos, Communication/meetings, Social media','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','3-5 hours','Not important',Reliability,1,'After-sales service issues','Less than 15000','Content creator',Oppo
Female,46-55,Single,'Watch movies/listen to music, Play games, Cloud apps','Microsoft Teams','1-3 hours',Essential,Durability,1,'Outdated system',15001-20000,Freelancer,Xiaomi
LGBTQ+,56+,Married,'Take photos/videos, Watch movies/Listen to music, Online shopping',YouTube,'>5 hours','Somewhat important',Stability,5,'Payment security concerns','Less than 15000',Freelancer,Xiaomi
LGBTQ+,60+,Single,'Watch movies/listen to music, Social media','Google Maps','>5 hours','Not important','Value for money',3,'Delivery delays','Less than 15000','Business owner','Realme 7 5G'
Male,46-55,Working,'Play games, Take photos, Watch movies','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','>5 hours','Highly essential',Price,3,'Insufficient storage','Less than 15000','Private company employee',Redmi
Male,26-35,Student,'Play games, Streaming, Social media','Facebook, Facebook Messenger, Spotify','>5 hours','Not important',Simplicity,2,'Difficult to compare prices',20001-30000,Investor,Vivo
Female,18-25,Working,'Play games, Take photos, Watch movies','Instagram, Facebook, YouTube, Facebook Messenger, Telegram','3-5 hours','Not necessary',Camera,1,'System crashes frequently',20001-30000,Retired,Vivo
LGBTQ+,60+,Single,'TikTok, Livestream, Search information',Shopee,'3-5 hours','Highly essential',Features,3,'Delivery delays','Less than 15000',Student,Apple
Male,60+,Working,'Play esports, Stream games, Community chat','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok','0-1 hours','Not important','Value for money',5,'System crashes frequently',30001-40000,Student,Samsung
Female,33-40,Married,'Communication, Take photos, Social media','Facebook, YouTube, Facebook Messenger, Spotify','>5 hours','Highly essential',Durability,1,'Uncertainty about after-sales service',50001-100000,'Delivery staff',Apple
LGBTQ+,36-45,Married,'Watch movies/listen to music, Take photos/videos, Communication/meetings','YouTube, Facebook Messenger, Discord, Wise','0-1 hours','Not necessary',Camera,2,'Concerns about payment security',50001-100000,'Private company employee',Apple
Male,60+,Single,'Play games, Take photos, Watch movies','Facebook, Facebook Messenger, Line','5-6 hours',Essential,'Value for money',4,'Concerns about after-sales service','Less than 15000','Delivery staff','Realme 7 5G'
LGBTQ+,26-32,Student,'Watch movies/listen to music, Take photos/videos, Social media','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram','3-5 hours','Somewhat important',Camera,4,'Unable to inspect product','Less than 15000','Online seller',Vivo
Male,18-25,Single,'Take photos/videos, Communication/meetings, Social media','Facebook, YouTube, Facebook Messenger, TikTok','0-1 hours','Not important',Camera,1,'Issues with delivery',50001-100000,Employee,Apple
Male,26-32,Working,'Communication, Take photos, Social media','Instagram, Facebook, TikTok','5-6 hours','Not important','Product features',5,'Outdated system','Less than 15000','Logistics staff',Redmi
Female,33-40,Married,'Take photos, Listen to music, Social media','Instagram, Facebook, YouTube, TikTok','5-6 hours','Highly essential',Durability,3,'Concerns about warranty',20001-30000,Freelancer,Huawei
Female,36-45,Student,'Track delivery, Customer chat, Email','Instagram, YouTube, Spotify, TikTok','5-6 hours','Highly essential',Features,5,'Payment issues','Less than 15000',Freelancer,Huawei
Female,26-35,Single,'Take photos/videos, Communication/meetings, Social media','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok','0-1 hours','Somewhat important','Sensor quality',4,'Difficult to compare prices','Less than 15000','Office worker',Huawei
Male,36-45,Married,'Cloud apps, Communication/meetings, Social media','Facebook, Facebook Messenger, Line','1-3 hours',Essential,Ecosystem,3,'Difficult return process','Less than 15000',Investor,Realme
Male,60+,Married,'Play games, Take photos/videos, Social media',Facebook,'>5 hours','Not necessary',Durability,3,'System crashes frequently','Less than 15000','Business owner',Realme
Female,33-40,Student,'Watch movies/listen to music, Communication/meetings, Social media',SET,'5-6 hours','Highly essential','Value for money',2,'Unable to inspect product','Less than 15000',Artist,Infinix
Female,60+,Working,'Watch movies/listen to music',YouTube,'5-6 hours','Somewhat important',Ecosystem,4,'Payment issues',100001-150000,'Office worker',Oppo
LGBTQ+,26-35,Single,'Chat with family, Read e-books, Listen to radio','Facebook, Facebook Messenger, Spotify','3-5 hours',Essential,'Value for money',5,'Insufficient storage','Less than 15000','Delivery staff',Infinix
Male,18-25,Student,'Watch movies/listen to music, Play games, Take photos/videos','Google Maps','1-3 hours',Essential,Brand,5,'Blurry camera',30001-50000,Manager,Oppo
LGBTQ+,56+,Student,'Email, , Finance','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','>5 hours','Not necessary',Camera,3,'Complex payment process',15001-20000,'Delivery staff',Xiaomi
LGBTQ+,26-35,Single,'Track delivery, Customer chat, Email','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','>5 hours','Not important',Ecosystem,5,'Limited warranty coverage',20001-30000,'Office worker',Huawei
Male,33-40,Married,'Play games, Take photos/videos, Social media','Facebook, YouTube, Facebook Messenger','0-1 hours',Essential,Price,4,'System crashes frequently','Less than 15000',Student,Samsung
LGBTQ+,36-45,Married,'Watch movies/listen to music, Take photos/videos, Social media','YouTube, TikTok','0-1 hours','Not important',Brand,5,'Device overheats','Less than 15000',Investor,Redmi
Male,26-35,Working,'Watch movies, Listen to music, Take photos',SET,'0-1 hours','Somewhat important','Product reviews',2,'Dead pixels on screen',30001-50000,Freelancer,Samsung
LGBTQ+,36-45,Student,'Play games, Streaming, Social media','Facebook Messenger','5-6 hours','Highly essential',Battery,3,'Uncertainty about after-sales service','Less than 15000','Office worker',Vivo
Female,26-32,Working,'Watch movies/listen to music, Play games, Take photos','Instagram, Facebook, YouTube','>5 hours','Somewhat important',Durability,3,'Dead pixels on screen','Less than 15000','Business owner',Samsung
Male,26-32,Student,'Online shopping, Social media, Finance',TikTok,'3-5 hours','Not important',Price,2,'Product quality doesn\'t match ads','Less than 15000',Retired,Xiaomi
